Question,Answer,Chapter
"BONUS: In Colossians 1 it states: yet now hath he reconciled in the body of his flesh through death, to present the Colossians as these 3 things in his sight What are these?","holy, unblameable,unreproveable Colossians 1:22",1
"Be specific: In what, has Christ reconciled through death?",the body of his flesh Colossians 1:22,1
"In what, were the Colossians to present holy and unblameable and unreproveable?",His (Christ’s) sight Colossians 1:22,1
"What of the gospel, does Paul mention the Colossians to not be moved away from?",the hope Colossians 1:23,1
"FIB 2 Blanks: If ye continue in the faith BLANK and BLANK, and be not moved away from the hope of the gospel..",grounded and settled Colossians 1:23,1
Who was the hope of the gospel preached unto stated in Colossians 1:23?,every creature Colossians 1:23,1
Where was the hope of the gospel preached onto every creature?,Under heaven Colossians 1:23,1
FIB 1 Blank: Whereof I Paul am made a BLANK,minster Colossians 1:23,1
"In Colossians 1, Paul now rejoices in his what, for the Colossians?",sufferings Colossians 1:24,1
"In Colossians 1, Paul does this in his suffering for the Colossians?",rejoice Colossians 1:24,1
"FIB 2 Blanks: Who now rejoice in my sufferings for you, and fill up that which is behind of the BLANK of Christ in my BLANK for his body’s sake, which is the church","Afflictions, flesh Colossians 1:24",1
According to what of God is Paul made a minister in Colossians 1?,the dispensation Colossians 1:25,1
"FIB 2 Blanks: whereof I am made a minister, according to the BLANK of God which is given to me for you, to BLANk the word of God","dispensation, fulfill Colossians 1:25",1
"Paul was made a minister, according to the dispensation of God which is given to him for the Colossians, to do what?",to fulfill the word of God Colossians 1:25,1
BONUS: Which two things has the mystery been hid from?,ages and generations Colossians 1:26,1
Be specific: Who has the mystery been made manifest to?,His saints Colossians 1:26,1
"FIB 1 Blank: even the mystery which has been his from ages and from generations, but now is made BLANK to his saints",manifest Colossians 1:26,1
Among which group of people would God make known what is the riches of his glory of the mystery?,the Gentiles Colossians 1:27,1
BONUS: What is the mystery that God would make known the riches of his glory among the Gentiles?,"Christ in you, the hope of glory Colossians 1:27",1
"FTV: to whom God would make known what is the riches of the glory of this mystery among the Gentiles, which is ..","Christ in you, the hope of glory Colossians 1:27",1
"In Colossians 1, what is done to every man in all wisdom whom the mystery is preached unto?",Teaching Colossians 1:28,1
"FIB 2 Blanks: whom we preach, BLANK every man, and BLANK every man in all wisdom","warning, teaching Colossians 1:28",1
FIB 1 Blank: That we may present every man BLANK in Christ Jesus,perfect Colossians 1:28,1
"Paul states where unto he also labors, striving according to this, which worketh in him mightily. Be specific, what is this thing?",his (Christ’s) working Colossians 1:29,1
"BONUS FIB 3 Blanks: Whereunto I also labor, BLANK according to his BLANK, which worketh in me BLANK","striving, working, mightily Colossians 1:29",1
Q2,A2,2
Q3,A3,3
Q4,A4,4
