Question,Answer,Chapter
Others mocking said these men are full of --,New wine 2:13,2
"Peter told the people we are not drunk, what hour of the day was it.",Third 2:15,2
"Which prophet wrote these words, it shall come to pass in the last days saith God, I will pour out my Spirit upon all flesh.","Joel 2:16,17",2
What filled all the house where they were sitting,A sound from heaven as of a rushing mighty wind 2:2,2
What were they filled with that allowed them to speak with other tongues,Holy Ghost 2:4,2
Why were the multitude confounded,because every man heard them speak in his own language 2:6,2
When they were all amazed and marvelled what did they all say to one another.,Behold are not all these which speak Galilaeans 2:7,2
"when they said the disciples are full of new wine, what were they doing to them",mocking 2:13,2
Describe the hands that crucified and slay Jesus,Wicked 2:23,2
what was the reaction when they asked the question what meaneth this,"amazed, doubt 2:12",2
David said he is on my left hand I shall not be moved,false 2:25,2
Therefore did my -- rejoice and my -- was glad,"heart, tongue 2:26",2
And it shall come to pass that whosoever shall call upon the name of the Lord shall be,saved 2:21,2
Save yourself from this -- generation,untoward 2:40,2
According to acts two David said thou will not leave my soul in --,hell 2:27,2
With many other words he testified and --,exhort 2:40,2
They sold their possessions and goods and parted them to all --,men 2:45,2
"Who spoke these words, ""the Lord said unto my Lord sit thou on my right hand until I make they foes thy footstool.","David 2:34,35",2
The -- is unto you and to your children and to all that are -- off.,"promise, far 2:39",2
The Lord added to the church daily such as should be --,saved 2:47,2
What came upon every soul,"fear, 2:43",2
How did they eat their meat,with gladness and singleness of heart 2:46,2
What did Jesus' flesh not see,corruption 2:31,2
How often were they added to the church,daily 2:47,2
What were they doing from house to house,breaking bread 2:46,2
And it shall come to pass that whosoever shall call upon the name of the Lord shall be,saved 2:21,2
When the day of Pentecost came how were the disciples.,In one accord in one place 2:1,2
When did the prophet say the Spirit will be poured out upon all flesh,In the last days 2:17,2
When the Spirit is poured out what will the handmaids and servants do,prophesy 2:18,2
what three signs would be shown in the earth beneath,"blood, fire, vapor of smoke 2:19",2
I will show -- in heaven and signs in the earth beneath,wonders 2:19,2
We do hear them speak in our -- the wonderful works of God.,tongues 2:11,2
Who was delivered by the determinate counsel and foreknowledge of God.,Jesus 2:23,2
"Because it was not possible that He should be holden of it, it being this.",death 2:24,2
After Peter spoke on the day of Pentecost in,,2
"Acts 2, how many were added to the church.",about three thousand souls 2:41,2
On the day of Pentecost when Peter preached who was baptized,they that gladly received his word 2:41,2
Peter and John went up together into the temple at the hour of --,prayer 3:1,3
How did the certain lame man get to the temple,He was carried 3:2,3
What did the lame man ask of them thtat entered the temple,alms 3:3,3
What is the name of the gate to the temple where the lame man laid.,beautiful 3:2,3
What was the first thing Peter said to the lame man at the temple,look on us 3:4,3
what did Peter fasten upon the lame man,his eyes 3:4,3
Why did the lame man give heed to Peter and John,because he expected to receive something of them 3:5,3
Immediately what bones of the lame man received strength,feet and ankle 3:7,3
What did Peter tell the lame man he had none of,silver and gold 3:6,3
What did the lame man's feet and ankle bone receive,strength 3:7,3
How did the lame man enter with them into the temple,"walking, leaping, praising God 3:8",3
What was the name of the porch where the people ran together.,solomon's porch 3:11,3
The people denied Jesus in the presence of this person when he was determined to let him go.,Pilate 3:13,3
The people denied the Holy and Just one and instead desired a -- to be granted unto them.,Murderer 3:14,3
From where shall the times of refreshing come,from the presence of the Lord 3:19,3
How did God show before that Christ should suffer,by the mouth of all His prophets 3:18,3
"what two things shall ye do that your sins may be blotted out, when the times of refreshing shall come from the presence of the Lord.","Repent, and be converted 3:19",3
"Identify the original speaker of these words, ""a prophet shall the Lord your God raise up unto you of your brethren like unto me""","Moses, 3:22",3
what will happen to every soul that will not hear the prophet,shall be destroyed from among the people 3:23,3
From when did God speak by the mouth of all His prophet concerning the restitution of all things,since the world began 3:21,3
How many sould that shall not hear that prophet shall be destroyed from among the people.,every soul 3:23,3
Peter told the people you are the children of the prophets and of the -- which God made with our fathers.,covenant 3:25,3
What hour did Peter and John go into the temple to pray,"hour of prayer the ninth hour, 3:1",3
"Unto whom were these words spoken, and unto thy seed shall all the kindreds of the earth be blessed.",Abraham 3:25,3
"Identify the speaker, ""silver and gold have I none but such as I have give I thee""",Peter 3:6,3
what did the lame man give unto Peter and John,heed 3:5,3
As Peter and John spake unto the people who came upon them,"priests, captain of the temple, saducees 4:1",4
"How did the priest, captain of the temple and saducees feel about Peter and John teaching the people",They were grieved 4:2,4
"The priest, captain of the temple and saducees came upon Peter and Johm being grieved that they did these things","taught the people, and preached through Jesus the resurrection from the dead 4:2",4
Why did they put them in hold until the next day,because it was eventide 4:3,4
What did they lay on them and put them on hold until the next day,hands 4:3,4
According to acts 4 what was the number of them that heard the word and believed.,five thousand 4:4,4
Who was the High priest in acts,annas 4:6,4
They percieved Peter and John were -- and ignorant men.,unlearned 4:13,4
They took kmowledge that Peter and John had been with this person,Jesus 4:13,4
What was Peter filled with,The Holy Ghost 4:8,4
How did the rulers react when they perceived Peter and John were unlearned and Ignorant men,They marvelled 4:13,4
The people took this of Peter and John that they had been with Jesus,Knowledge 4:13,4
What did they see of Peter and John and perceived they were unlearned and ignorant men.,boldness 4:13,4
What happened to the stone that was set at nought by the builders,It has become the head of the corner 4:11,4
when they saw the man which was healed standing with them what could the rulers say against it,nothing 4:14,4
"when thy commanded them to go aside out of the council, what did they do among themselves",conferred 4:15,4
how old was the man on whom the miracle of healing was showed.,above forty 4:22,4
who was gathered against the holy child Jesus,"Herod, Pontius Pilate, gentiles, people of Israel 4:27",4
David asked why did these people rage,heathen 4:25,4
David asked why did the people imagine -- things,vain 4:25,4
"The -- of the earth stood up, and the -- were gathered together against the Lord and against His Christ","kings, rulers 4:26",4
According to acts 4 they spake the word of God with --,"boldness, 4:31",4
And great -- was upon them all,"grace, 4:33",4
Many that were possessors of --and -- sold them,"houses, land 4:34",4
Where did they lay down the prices of the things they sold,at the apostles feet 4:35,4
what was the surname the apostles gave to Joses,Barnabas 4:36,4
What does Barnabas mean,son of consolation 4:36,4
What country was Barnabas from,Cyprus 4:36,4
"which Levite sold his land, and brought the money and laid it at the apostle's feet.",Barnabas/Joses 4:36,4
And when they had set them in the midst they asked them by what -- or by what --hath ye done this,"power, name 4:7",4
When the council called back Peter and John what did they command them not to do in the name of Jesus,speak at all or teach 4:18,4
Which husband and wife sold a possession,"Ananias, sapphira 5:1",5
What did Ananias and his wife keep back part of,the price 5:2,5
Who was privy to what Ananias did,his wife 5:2,5
How much did Ananias lay at the apostles' feet,a certain part 5:2,5
What did Ananias and his wife sell and kept back part of,land 5:3,5
"Whiles it remained was it not thine --, and after it was sold was it not in thine own --","own, power 5:4",5
"who to whom, ""why hath satan filled thine heart to lie to the Holy Ghost""",Peter to Ananais 5:3,5
Who did Peter tell Ananias he has lied to,"God, vs 5:4",5
What happened to Ananias after he heard the words of Peter,he fell down and gave up the ghost 5:5,5
What came upon those that heard about what happened to Ananais,"great fear, 5:5",5
what did the young men do to Ananias after he died,"wound him up, carried him out, and buried him 5:6",5
How long after Ananias died did his wife come in,"about the space of three hours, 5:7",5
"How did Sapphira respond when Peter asked, tell me whether ye sold the land for so much?","Yea, for so much 5:8",5
"Who to whom, ""how is it ye have agreed together to tempt the Spirit of the Lord""","Peter to Sapphira, 5:9",5
Where did the young men bury Sapphira,by her husband 5:10,5
And by the hands of the apostles were many -- and -- wrought,"signs, wonders 5:12",5
And they were all with one accord in Solomon's --,Porch 5:12,5
"And believers were the more added to the Lord, multitudes both of -- and --","men, women 5:14",5
They brought forth the sick into the streets and laid them on -- and --,"beds, couches 5:15",5
They brought the sick into the streets hoping this man's shadow might overshadow some of them,Peter's 5:15,5
How many came out of the cities round about Jerusalem bring sick folks,"multitudes, 5:16",5
The multitudes brought sick folks and them which were vexed with ---,"unclean spirits, 5:16",5
How many brought by the multitude were healed,everyone 5:16,5
Which sect did the high priest and they that were with him belong to.,Sadducees 5:17,5
And they laid their hands on the apostles and put them in the -- prison.,common 5:18,5
Who opened the prison doors by night for the apostles,"angel of the Lord, 5:19",5
Where did the angel of the Lord tell the apostles to go stand and speak to the people,in the temple 5:20,5
What did the angel of the Lord tell the apostles to go stand and speak in the temple.,all the words of this life 5:20,5
"After being commanded by the angel of the Lord, what time did the apostles enter into the temple and taught",early in the morning 5:21,5
"Identify the speakers, ""the prison found we truly shut with all safety, and the keepers standing without the doors, but when we had opened we found no man within""",the officers 5:23,5
The council told Peter and John they have filled this place with their doctrine,Jerusalem 5:28,5
"Who came and told them, the men you have put in prison are standing and teaching in the temple",one 5:25,5
why did the captain and officers bring them without violence,because they feared the people lest they should be stoned 5:26,5
"We ought to obey God,","rather than men, 5:29",5
According to acts 6:30 they slew Jesus and hung Him on this,a tree 5:30,5
Who exalted Jesus to be a prince and a saviour,"God, 5:31",5
What was Gamaliel's title/occupation,doctor of the law 5:34,5
What distance did Gamaliel command them to put forth the apostles,a little space 5:34,5
Who boasted himself to be somebody,Theudas 5:36,5
How many joined themself to Theudas,about four hundred 5:36,5
What happened to those who obeyed Theudas,scattered and brought to nought 5:36,5
During what days did Judas of Galilee raise up,during the days of taxing 5:37,5
What happened to the people that obeyed Judas of Galilee,they were dispersed 5:37,5
How many were drawn away with Judas of Galilee,much 5:37,5
What became of Judas of Galilee,He perished 5:37,5
"According to Gamaliel what would happen if the counsel or this work, be of men",it will come to nought 5:38,5
Gamaliel told the counsel if the counsel or work be of God they cannot do this to it.,overthrow it 5:39,5
did the counsel agree with Gamaliel,"yes, 5:40",5
After they had beaten Peter and John what did the council command them not to do,speak in the name of Jesus 5:40,5
How did Peter and John depart from the presence of the council,rejoicing that they were counted worthy to suffer shame for His name 5:41,5
How often were the apostles in the temple preaching and teaching Jesus Christ,daily 5:41,5
They ceased not to --- and --- Jesus Christ,"teach, preach 5:42",5
who were the Grecians mumuring against,the Hebrews 6:1,6
Who was neglected in the daily ministration,widows 6:1,6
Who called the multitude of disciples unto them,the twelve 6:2,6
What arose of the Grecians against the Hebrews,a murmuring 6:1,6
The twelve told the multitude it is not reason that we should leave the word of God and serve --,tables 6:2,6
What characteristics should the seven have,"honest report, full of the Holy Ghost and wisdom 6:3",6
what should the seven be appointed over,the business 6:3,6
What did the seven say they will give themselves continually to,prayer and the ministry of the word 6:4,6
Who was the proselyte of Antioch,Nicolas 6:5,6
Name the seven the multitude chose,"Stephen, Philip, Prochorus, Nicanor, Timon, Parmenas, Nicolas 6:5",6
Which of the seven was full of faith and of the Holy Ghost,Stephen 6:5,6
A great company of this group was obedient to the faith,priests 6:7,6
Who disputed with Stephen,"certain of the synagogue of the Libertines, Cyrenians, Alexandrians, them of cilicia and Asia 6:9",6
They were not able to resist the - and the -- by which stephen spake,"wisdom, spirit vs 10",6
And they -- men which said we have heard him speak blasphemous words,suborned 6:11,6
The men stated they heard Stephen speak blasphemous words against -- and against --,"Moses, God 6:11",6
who stated they heard Stephen speak blasphemous words against the holy place and the law,false witnesses 6:13,6
How did Stephen's face look,face of an angel 6:15,6
What did Stephen do among the people,great wonders and miracles 6:8,6
Stephen was full of -- and --,"faith, power 6:8",6
Where was Abraham before he dwelt in Charran,Mesopotamia 7:2,7
Be specific who appeared to Abraham when he was in Mesopatamia,God of glory 7:2,7
"Be specific who said these words, ""get thee out of thy country and from thy kindred and come into the land which I shall show thee""",God of glory 7:3,7
After Abraham came out of the land of the Chaldaeans where did he dwell,In Charran 7:4,7
Which relative of Abraham died in Charran,his father 7:4,7
How long would they bring Abraham's seed into bondage and entreat them evil,four hundred years 7:6,7
And God spake on this wise that his seed should --,sojourn 7:6,7
What day was Isaac circumcised,eighth 7:8,7
What were the patriarchs moved with when they sold Joseph into Egypt,envy 7:9,7
Who was with Joseph,God 7:9,7
What did God gave Joseph in the sight of Pharaoh king of Egypt.,favor and wisdom 7:10,7
What did God deliver Joseph out of,all his afflictions 7:10,7
In addition to Pharaoh's house what else was Joseph made governor over.,"Egypt, 7:10",7
"Death, drought, dearth what came over the land of Egypt and Canaan",dearth 7:11,7
Who was sent out first when Jacob heard there was corn in Egypt,our fathers 7:12,7
When was Joseph made known unto his brethren,the second time 7:13,7
The second time when Joseph was made known to his brethren who else was made known to to whom,Joseph's kindred was made known to Pharaoh 7:13,7
Joseph called his father Jacob and all his kindred which were how many souls,threescore and fifteen 7:14,7
Where did Jacob die,In Egypt 7:15,7
How much did Abraham pay for the sepulchre,sum of money 7:16,7
From whom did Abraham buy the sepulchre,sons of Emmor 7:16,7
After his death where was Abraham carried and laid,Sychem 7:16,7
Who is the father of Sychem,Emmor 7:16,7
When did the people grow and multiply in Egypt,When the time of the promise drew nigh 7:17,7
Who knew not Joseph,another king 7:18,7
The same dealt subtilly with our -- and evil entreated our --,"kindred, fathers 7:19",7
To what end were their young children cast out,to the end they might not live 7:19,7
Describe Moses when he was born,exceeding fair 7:20,7
How long was Moses nourished up in his father's house,three months 7:20,7
What did Pharaoh's daughter do when Moses was cast out,took him up and nourished him for her own son 7:21,7
what two things was Moses mighty in,"words, deeds 7:22",7
What was Moses learned in,all the wisdom of the Egyptians 7:22,7
At what age did it come to Moses' heart to visit his brethren,full forty years old 7:23,7
Who was Moses' brethren,children of Israel 7:23,7
And seeing one of them suffer wrong he -- him and avenged him that was oppressed.,defended 7:24,7
What did Moses' brethren did not understand,that God would deliver them by his hand 7:25,7
How many days after did Moses show himself to them that strove,next day 7:26,7
"Identify the speaker, "" sirs, ye are brethren why do ye wrong one to another""",Moses 7:26,7
Who made thee a -- and a --- over us,"ruler, judge 7:27",7
"Identify the speaker, wilt thou kill me, as thou did the Egyptian yesterday.",he that did his neighbor wrong 7:28,7
In which land Moses a stranger,Midian 7:29,7
How many sons did Moses have in the land of Midian,two 7:29,7
After this saying Moses fled into the land of Midian,wilt thou kill me as thou did the Egyptian yesterday 7:29,7
Who appeared to Moses in a flame of fire in the bush,angel of the Lord 7:30,7
Why did the Lord tell Moses put off thy shoes from thy feet,for the place where thou standest is holy ground 7:33,7
I have seen the --- and heard their --,affliction of my people which is in Egypt; groaning 7:34,7
"When they refused Moses, what did they say?",Who made thee a ruler and a judge? 7:35,7
"After God brought them out , what did he show them and where?","wonders and signs in the land of Egypt, and in the Red sea, and in the wilderness forty years 7:36",7
"Who to whom, "" a prophet shall the Lord your God raise up unto you of your brethren like unto me""",Moses to children of Israel 7:38,7
Where was Moses when the angel spake to him in mt sinai,the church in the wilderness 7:38,7
To whom our -- will not obey but thrust him from them and in their -- turn back again into egypt,"fathers, hearts 7:39",7
In their hearts our fathers turned back again to this place,Egypt 7:39,7
"Who to whom ""make us gods to go before us""",fathers to Aaron 7:40,7
They offered sacrifice unto idol and -- in the works of their own hand,rejoiced 7:41,7
And they made a -- in those days and offered sacrifice unto the idol.,calf 7:41,7
"Where was this originally written, ""o ye house of Israel have ye offered to me slain beasts and sacrifices by the space of forty years in the wilderness""",book of the prophets 7:42,7
..and I will carry you away beyond --,Babylon 7:43,7
Ye took up the tabernacle of -- and the star of your god --,"Moloch, Remphan 7:43",7
Where did the fathers have the tabernacle of witness,in the wilderness 7:44,7
According to what was Moses to make the tabernacle,according to the fashion he had seen 7:44,7
Name the person that found favor before God and desired to find a tabernacle for the God of Jacob.,David 7:46,7
Unto whose days did God drive out the gentiles before the face of our fathers,days of David 7:45,7
Who was driven out before the face of our fathers unto the days of David,the gentiles 7:45,7
Who built a house for God,Solomon 7:47,7
What kind of temple does the Most High not dwell in,temple made with hands 7:48,7
"Be specific, who dwelleth not in a temple made with hands",Most High 7:48,7
-- is my throne and -- is my footstool,"heaven, earth 7:49",7
Hath not my -- made all these things,hand 7:50,7
He -- and -- in heart and ears,stiffnecked and uncircumcised 7:51,7
According to Stephen who do the people always resist,the Holy Ghost 7:51,7
According to Stephen who along with the council always resist the Holy Ghost,their fathers 7:51,7
Which of the prophets have not your fathers --,persecuted 7:52,7
By what did the fathers receive the law,by the disposition of angels 7:53,7
What did the fathers receive by the disposition of angels,the law 7:53,7
Besides betrayers Stephen accused the council of being the -- of the just one,murderers 7:52,7
"When the council heard these things, where were they cut to ?",Their heart 7:54,7
What they gnash upon Stephen with,their teeth 7:54,7
Who did Stephen see standing on the right hand of God,Jesus/Son of man 7:55,7
Being full of the Holy Ghost how did Stephen look into heaven,stedfastly 7:55,7
Besides Jesus what else did Stephen see when the heavens were opened.,the glory of God 7:55,7
How and where did they kill Stephen,"stoned him, out of the city 7:58",7
At whose feet did the witnesses lay down their clothes,Saul 7:58,7
What did Stephen call upon God and say,Lord Jesus receive my spirit 7:59,7
"What did Stephen do after he said these words, ""Lord lay not this sin to their charge""",he fell asleep 7:60,7
But -- built Him a house,Solomon 7:47,7
Where did Abraham's father die,Charran 7:4,7
Whose death was Saul consenting unto,Stephen's 8:1,7
There was a great persecution against the church in this place,Jerusalem 8:1,7
What word describes the persecution against the church at Jerusalem,Great 8:1,8
Describe the men that carried Stephen to his burial,Devout men 8:2,8
Who was not among them that scattered when persecution against the church arose at Jerusalem,The apostles 8:1,8
At the time of the great persecution against the church at Jerusalem where were they scattered,"Judaea, Samaria 8:1",8
Who made havoc of the church,Saul 8:3,8
What was made over Stephen at his burial,great lamentation 8:2,8
What did devout men carry Stephen to,his burial 8:2,8
After Saul entered into every house where did he commit men and women to,Prison 8:3,8
"Hitting, handling, haling, by which of these actions did Saul commit men and women to prison",haling 8:3,8
Saul entered into every house and committed these groups to prison,"men and women, 8:3",8
What did Saul make of the church,havock 8:3,8
They that were scattered abroad went everywhere doing this.,preaching the word 8:4,8
Who went down to the city of Samaria and preached Christ unto them,Philip 8:5,8
Who did Philip preach unto the city of Samaria,Christ 8:5,8
Philip went down to this city and preached Christ unto them,Samaria 8:5,8
And the people with one -- gave heed unto the things which Philip spake -- and -- the miracles which he did,"accord, hearing, seeing 8:6",8
what were the ailments of the people that were possessed with unclean spirits.,palsies and lame 8:7,8
"T or F..... For clean spirits, crying with a loud voice, came out of many that were possessed with them.",false: uncleaned spirits 8:7,8
"For this, crying with a loud voice, came out of many that were possessed...",Unclean Spirits 8:7,8
What did Simon use to bewitch the people of Samaria,Sorcery 8:9,8
Who used sorcery to bewitch the people of Samaria,Simon 8:9,8
With the use of sorcery what did Simon do to the people of Samaria,bewitched 8:9,8
This city was bewitched by Simon's use of sorcery,samaria 8:9,8
What was Simon boasting or giving out himself to be,some great one 8:9,8
"In what order did they all give heed to Simon ""saying this man is the great power of God.""",least to greatest 8;10,8
What did the people give heed to Simon saying,this man is the great power of God 8:10,8
Why did the people of Samaria regard Simon for a long time,because he bewitched them with sorcery 8:11,8
How long did Simon bewitch the people of Samaria with sorcery,long time 8:11,8
After Philip preached at Samaria and they believed who was baptized,men and women 8:12,8
Of whose kingdom and what name did Philip preach,"Kingdom of God, name of Jesus Christ 8:12",8
Who preached of the kingdom of God and the name of Jesus Christ,Philip 8:12,8
After Simon believe and was baptized who did he continue with,Philip 8:13,8
Simon after being baptized continued with Philip beholding these things,miracles and signs 8:13,8
Where were the apostles when they heard that Samaria had received the word of God,Jerusalem 8:14,8
Who did the apostles send to Samaria when they heard they had receive the word of God,Peter and John 8:14,8
When did the apostles send Peter and John to Samaria,when they heard they had received the word of God 8:14,8
When the apostles heard Samaria had received this they sent unto them Peter and John,Word of God 8:14,8
When Peter and John came to Samaria they prayed that they receive this,Holy Ghost 8:15,8
In whose name was the city of Samaria baptized,Lord Jesus 8:16,8
After Peter and John laid their hands on the Samaritans what did they receive,Holy Ghost 8:17,8
What did Simon offer the apostles that he might receive the Holy Ghost,money 8:18,8
How was the Holy Ghost given through the apostles by the Samaritans.,through the laying of hands 8:18,8
"Who said these words, ""Give me also this power that on whomsoever I lay hands he may receive the Holy Ghost""",Simon 8:19,8
Why did Peter tell Simon thy money perish with thee,because he thought the gift of God may be purchased with money 8:20,8
Who rebuked Simon for wanting to purchase the Holy Ghost,Peter 8:20,8
Thou has neither -- nor -- in this matter for thy heart is not right in the sight of God.,"part, lot 8:21",8
What did Peter tell Simon to repent of,thy wickedness 8:22,8
For I perceive that thou art in the -- of bitterness and in the -- of iniquity.,"gall, bond 8:23",8
For I perceive that thou art in the gall of -- and in the bond of --,"bitterness, iniquity 8:23",8
Peter told Simon pray God if perhaps the -- of thine heart may be forgiven thee.,thought 8:22,8
"Who to whom ""pray to the Lord for me that none of these things which have spoken come upon me""",Simon to Peter 8:24,8
And when the apostles had -- and -- the word of the Lord they returned to Jerusalem.,"testified, preached 8:25",8
The gospel was preached in the villages of these people,Samaritans 8:25,8
The angel of the Lord told Philip to go toward this place,south towards Gaza 8:26,8
What is Gaza,desert 8:26,8
Who told Philip to go toward the south,angel of the Lord 8:26,8
What was the nationality of the eunuch,Ethiopian 8:27,8
What was the eunuch in charge of under queen Candace,all her treasures 8:27,8
Why did the eunuch come to Jerusalem,to worship 8:27,8
The Ethiopian eunuch had great authority under this queen,Candace 8:27,8
What did the Ethiopian eunuch have under Candace queen of Ethiopia,great authority 8:27,8
The Ethiopian eunuch came to this place to worship,Jerusalem 8:27,8
From what book was the eunuch reading,Esaias 8:28,8
In what was the eunuch sitting,his chariot 8:28,8
"Who to whom ""go near and join thyself to this chariot""",The Spirit to Philip 8:29,8
What was the first thing Philip said unto the eunuch,Understandest thou what thou readest 8:30,8
How did Philip get to the chariot,he ran 8:30,8
Philip heard the eunuch reading from this book,prophet Esaias 8:30,8
"Identify the speaker "" how can I except some man should guide me""",The Ethiopian eunuch 8:31,8
What did the eunuch desire Philip to do,come up and sit with him 8:31,8
Recite the scripture where the eunuch was reading from,"He was led as a sheep to the slaughter and like a lamb dumb before his shearer so he opened not his mouth, in his humiliation his judgment was taken away and who shall declare his generation for his life was taken from the earth 8: 32,33",8
In his humiliation his -- was taken away,judgment 8:33,8
He was led as a sheep to the --,slaughter 8:32,8
Who shall declare his -- for his life is taken from the earth,generation 8:33,8
"Complete the phrase, of whom speaketh the prophet this",of himself or of some other man 8:34,8
Then Philip opened his mouth and began at the scripture and preached unto him --,Jesus 8:35,8
What did Philip and the eunuch come upon when they went on their way,a certain water 8:36,8
What did the eunuch say when they came to the water,"see here is water, what doth hinder me to be baptized 8:36",8
What was the eunuch's response when Philip said if thou believe with all thine heart thou mayest,I believe that Jesus Christ is the Son of God 8:37,8
What did Philip command the chariot to do,stand still 8:38,8
Then Philip opened his mouth and began at the next scripture and preached unto him Jesus. T or F,false 8:35,8
Who baptized the eunuch,Philip 8:38,8
Describe the eunuch's emotions after he was baptized,rejoicing 8:39,8
What happened when Philip and the eunuch came up out of the water.,The Spirit of the Lord caught Philip away 8:39,8
"How did the eunuch go on his way rejoicing, repenting or relieved.",rejoicing 8:39,8
After he left the eunuch Philip was found at this place,Azotus 8:40,8
Philip was preaching in all the cities until he came to this place.,Caesarea 8:40,8
And Saul was -- unto his death,Consenting 8: 1,8
And -- was consenting unto his death.,Saul 8:1,8
Who was found at Azotus,Philip 8:40,8
Where did Philip go and preach Christ,Samaria 8:5,8
What was Saul breathing out against the disciples of the Lord,Threatenings and slaughter 9:1,9
Who was Saul breathing out threatenings and slaughter against,the disciples of the Lord 9:1,9
Who went to the high priest and desired of him letters to Damascus,Saul 9:2,9
Who did Saul desired letters from,the high priest 9:2,9
Where in Damascus did Saul desire the letters to go,Synagogues 9:2,9
As Saul journeyed and came near Damascus what suddenly happened,there shined round about him a light from heaven 9:3,9
How did Saul plan to bring the men and women he found in Damascus to Jerusalem,bound 9:2,9
Where did Saul plan to take the men and women he found in Damascus,Jerusalem 9:2,9
"--, -- why persecutest thou me","Saul, Saul 9:4",9
What were the first words the voice said to Saul on the way to Damascus,"Saul, Saul why persecutest thou me 9:4",9
"What was Saul's two reaction when he said these words ""Lord what will thou have me to do""",astonished and trembling 9:6,9
"What question caused this answer ""I am Jesus who thou persecutest",Who art thou Lord 9:5,9
It is hard for thee to kick against the --,pricks 9:5,9
who stood speechless hearing a voice but seeing no man,the men that journeyed with Saul 9:7,9
The men that journeyed with Saul stood in this manner,speechless 9:7,9
Who did Saul see when he arose from the earth and opened his eyes,no man 9:8,9
"The men that journeyed with Saul stood speechless, hearing a voice but what is it that they saw",no man 9:8,9
How was Saul brought into Damascus,they led him by the hands 9:8,9
What city was Saul about to enter when the Lord met him and he became blind,Damascus 9:3,9
How many days was Saul without sight,three 9:9,9
Saul did neither of these things for the three days he was without sight,eat nor drink 9:9,9
Which disciple in Damascus did the Lord send to Saul,Ananias 9:10,9
Through what means did the Lord speak to Ananias,in a vision 9:10,9
When the Lord called Ananias' name what was his response,"behold, I am here Lord 9:10",9
At whose house was Ananias directed to go and inquire for Saul,Judas 9:11,9
Name the street where Judas house was located,Straight 9:11,9
Ananias was told to go to Judas' house and inquire for one called,Saul of Tarsus 9:11,9
"The Lord told Ananais to go and inquire for Saul, what did He say Saul was doing",he prayeth 9:11,9
The Lord told Ananias Paul had seen this in a vision,a man named Ananias coming in and putting his hand on him that he might receive his sight 9:12,9
According to Ananias what had Saul done to the saints at Jerusalem,evil 9:13,9
